price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
24900,2016,chevrolet silverado 1500,excellent,8,gas,32000,automatic,truck,silver,1,2019-01-29,5
3900,2016,ford explorer,excellent,6,gas,52000,automatic,SUV,blue,,2018-08-18,10
2500,,nissan rogue,excellent,4,gas,25600,automatic,SUV,black,,2018-09-22,53
32000,2016,gmc yukon,good,8,gas,,automatic,SUV,black,1,2019-03-19,37
2700,2016,honda civic,excellent,4,gas,27000,automatic,sedan,white,,2018-06-20,73
13500,2012,gmc sierra 1500,excellent,8,gas,143000,automatic,truck,silver,,2019-02-18,81
12750,2011,gmc sierra 2500hd,good,8,gas,226000,automatic,truck,white,1,2018-10-28,29
9500,2015,nissan altima,excellent,4,gas,84000,automatic,sedan,red,,2019-02-07,34
6500,2012,dodge grand caravan,good,6,gas,119156,automatic,mini-van,,,2018-09-11,14
3000,2016,nissan rogue,excellent,4,gas,58000,automatic,SUV,blue,,2019-03-04,14
600,1999,toyota camry le,salvage,4,gas,216348,automatic,sedan,white,,2019-03-04,23
2500,2016,honda civic,excellent,,gas,46000,automatic,sedan,black,,2019-02-17,90
2900,2016,honda civic,excellent,4,gas,18000,automatic,sedan,grey,,2018-06-14,13
5500,2017,ford explorer,excellent,6,gas,25000,automatic,SUV,grey,1,2019-03-01,10
11900,2005,ford f250 super duty,good,8,diesel,119358,automatic,truck,blue,,2018-05-27,62
11745,2011,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,white,,2018-10-11,42
30000,2015,jeep wrangler unlimited,excellent,6,gas,13365,automatic,SUV,white,1,2019-03-28,31
15250,2011,ford f-150,excellent,8,gas,97000,automatic,truck,grey,1,2019-03-30,37
2200,1995,ford f250 super duty,good,,gas,149963,automatic,truck,orange,,2018-05-01,59
2800,2002,honda accord,fair,6,gas,211000,automatic,sedan,,,2018-12-10,18
9700,2000,toyota 4runner,excellent,6,gas,200116,automatic,SUV,,1,2018-11-10,17
10000,1995,chevrolet corvette,good,8,gas,127807,automatic,coupe,,,2019-01-08,30
4500,2009,jeep liberty,good,6,gas,171000,automatic,SUV,black,1,2019-01-23,16
25000,2009,ford f-250 super duty,excellent,8,diesel,,automatic,truck,black,1,2018-06-09,39
11295,2015,nissan altima,excellent,4,gas,80148,automatic,sedan,,,2018-08-16,35
500,2004,toyota corolla,like new,4,gas,226980,automatic,sedan,,,2018-09-19,19
5900,2007,ram 2500,good,8,gas,229000,automatic,pickup,white,1,2018-07-10,61
13000,2004,chevrolet corvette,good,8,gas,85104,automatic,convertible,blue,,2018-10-12,127
4995,2004,honda accord,excellent,,gas,176722,automatic,sedan,blue,,2019-02-22,17
9200,2017,nissan sentra,excellent,4,gas,12000,automatic,sedan,grey,,2018-12-26,26
5999,2007,chrysler 300,excellent,6,gas,122000,automatic,sedan,grey,,2018-12-05,6
6000,2005,subaru outback,excellent,4,gas,148000,automatic,wagon,blue,,2018-06-26,47
5500,2006,ford f150,excellent,8,gas,,automatic,truck,white,,2018-05-16,56
12995,2009,chevrolet suburban,excellent,8,gas,157976,automatic,SUV,white,1,2018-12-17,32
8000,2003,gmc yukon,good,8,gas,,automatic,SUV,grey,1,2018-06-08,26
15800,2009,gmc sierra 1500,excellent,8,gas,150000,automatic,truck,white,,2018-07-03,36
4000,2005,honda pilot,excellent,6,gas,167000,automatic,SUV,red,1,2018-05-12,8
17999,1996,chevrolet corvette,excellent,8,gas,30469,manual,convertible,,,2018-05-10,59
19995,2012,chevrolet tahoe,good,8,gas,129516,automatic,SUV,,1,2019-03-28,61
2999,2003,ford focus,good,,gas,,automatic,sedan,red,,2018-11-30,24
2999,2004,volkswagen jetta,good,4,gas,149000,manual,sedan,silver,,2018-07-31,15
1900,1999,ford ranger,excellent,6,gas,191135,automatic,truck,yellow,1,2018-08-02,26
5999,2002,bmw x5,excellent,6,gas,153000,automatic,SUV,white,1,2018-05-23,82
6999,2006,acura tl,excellent,6,gas,169269,automatic,sedan,white,,2018-09-15,28
8600,2012,ford mustang,excellent,6,gas,126000,automatic,coupe,black,,2018-06-07,45
7997,2009,gmc yukon,excellent,8,gas,0,automatic,SUV,white,1,2019-03-16,88
28000,2017,chevrolet silverado,like new,8,gas,53000,automatic,truck,white,1,2019-01-17,91
10977,2015,nissan rogue,excellent,4,gas,,automatic,SUV,grey,,2019-02-16,77
25000,2015,chevrolet silverado,good,8,gas,150000,automatic,truck,white,1,2019-03-08,75
4000,2002,ford escape,good,6,gas,98000,automatic,SUV,silver,1,2019-01-27,11
16600,1975,chevrolet corvette,excellent,8,gas,75000,manual,coupe,,,2019-03-09,69
18400,1975,chevrolet corvette,excellent,8,gas,18000,automatic,coupe,orange,,2019-01-06,41
12500,2017,subaru impreza,like new,4,gas,25000,automatic,wagon,grey,1,2019-02-18,78
44900,2017,gmc sierra 2500hd,good,8,diesel,23455,automatic,pickup,,1,2018-06-10,89
8900,,ford fusion,excellent,4,gas,40062,automatic,sedan,white,1,2018-06-15,30
5900,2013,nissan altima,good,4,gas,57075,automatic,sedan,white,,2019-02-22,44
8875,2012,toyota prius,good,4,gas,129843,automatic,hatchback,,,2018-12-28,60
18875,2015,ford explorer,good,6,gas,83823,automatic,SUV,white,,2019-01-27,13
6975,2018,nissan sentra,good,4,gas,34611,automatic,sedan,,,2018-09-14,30
34275,2018,jeep wrangler,good,6,gas,27403,automatic,SUV,black,1,2018-12-23,11
11675,2012,gmc acadia,good,6,gas,113417,automatic,SUV,white,1,2018-11-16,39
24995,2016,subaru outback,good,6,gas,32889,automatic,SUV,grey,1,2018-11-06,48
11375,2012,toyota sienna,good,6,gas,135907,automatic,van,silver,,2018-10-03,9
4700,,kia soul,good,,gas,,manual,sedan,white,,2019-01-14,50
29000,2015,toyota tacoma,excellent,,gas,64000,automatic,truck,,1,2018-08-13,48
15900,2011,jeep wrangler,good,6,gas,163943,automatic,SUV,black,1,2018-07-04,61
14700,2017,nissan altima,excellent,4,gas,,automatic,sedan,black,,2019-04-03,15
4975,2010,ford explorer,good,6,gas,55486,automatic,SUV,blue,1,2018-08-09,108
5500,2001,nissan frontier,good,6,gas,125000,manual,pickup,black,1,2019-01-20,11
8950,2011,toyota camry,good,6,gas,,automatic,sedan,black,,2019-01-23,40
19500,2010,ford f-150,good,8,gas,64200,automatic,truck,custom,1,2019-01-16,52
24998,2006,chevrolet silverado 2500hd,excellent,8,diesel,181787,automatic,truck,black,1,2019-04-05,94
6995,2011,nissan rogue,excellent,4,gas,118802,automatic,SUV,blue,1,2018-11-11,23
5995,2014,ford focus,excellent,4,gas,87654,automatic,hatchback,,,2018-06-22,44
5495,2005,honda cr-v,good,4,gas,,automatic,SUV,silver,,2019-03-30,114
5495,2009,honda accord,good,4,gas,118791,automatic,sedan,black,,2018-11-09,114
9500,,nissan maxima,like new,6,gas,105000,automatic,sedan,white,,2018-08-10,42
6500,1996,chevrolet corvette,good,8,gas,114300,automatic,coupe,red,,2018-12-13,55
27995,2017,chevrolet silverado 1500,excellent,8,gas,72965,automatic,truck,black,1,2018-07-23,42
11995,2005,toyota tacoma,excellent,,gas,167523,manual,truck,,1,2018-06-09,44
8995,2012,honda accord,excellent,4,gas,112713,automatic,sedan,red,,2018-10-30,25
10995,2007,chevrolet tahoe,good,8,gas,162999,automatic,SUV,grey,1,2018-11-09,24
11995,2012,chevrolet suburban,good,8,gas,163100,automatic,SUV,,1,2018-05-06,35
19500,2014,ford f-150,excellent,6,gas,95000,automatic,truck,blue,1,2018-09-06,84
8600,2013,kia sorento,good,4,gas,110367,automatic,SUV,blue,1,2018-10-12,7
5995,2004,bmw x5,excellent,6,gas,,automatic,SUV,,1,2018-12-08,13
8290,2011,hyundai sonata,excellent,4,gas,66501,automatic,sedan,silver,,2018-12-07,34
8950,2011,toyota camry,good,4,gas,133018,automatic,sedan,red,,2018-07-17,79
6995,2012,dodge grand caravan,good,6,gas,160501,automatic,mini-van,black,,2019-02-07,22
13990,2013,ram 1500,excellent,8,gas,,automatic,truck,blue,1,2018-10-11,27
14995,,chevrolet camaro,excellent,8,gas,95000,automatic,coupe,,,2018-06-29,15
14900,2008,jeep wrangler,good,6,gas,149167,automatic,SUV,custom,1,2019-01-06,18
4800,2004,toyota sienna,excellent,6,gas,143000,automatic,van,silver,,2018-06-02,17
22975,2012,ram 2500,excellent,6,diesel,119546,automatic,pickup,white,1,2019-01-24,34
9500,2005,jeep wrangler,excellent,6,gas,151000,automatic,SUV,silver,1,2019-03-18,32
20000,2016,ram 1500,excellent,8,gas,,automatic,truck,blue,,2018-08-13,25
5950,2015,ford focus,like new,4,gas,36000,automatic,hatchback,silver,,2018-08-23,110
2700,2000,ford mustang,good,6,gas,140000,manual,coupe,red,,2019-02-15,16
1,2014,chevrolet camaro,excellent,6,gas,71310,automatic,coupe,,,2018-07-14,29
288,2018,nissan altima,excellent,4,gas,40277,automatic,sedan,silver,,2018-10-19,37
11500,2009,chevrolet silverado 2500hd,good,,gas,170000,automatic,truck,,1,2018-08-05,27
700,2000,ford focus,fair,4,gas,221000,manual,sedan,blue,,2018-05-18,38
5725,2004,toyota corolla,good,4,gas,103889,automatic,sedan,silver,,2018-08-06,77
5890,2004,chevrolet suburban,good,8,gas,136801,automatic,SUV,blue,,2018-11-01,59
22975,,ram 2500,excellent,6,diesel,119546,automatic,pickup,white,1,2019-02-01,9
9950,2009,bmw x5,excellent,6,gas,105621,automatic,SUV,silver,1,2018-11-12,30
3150,2003,gmc sierra 1500,good,8,gas,163000,automatic,pickup,red,,2019-02-08,16
7995,2008,chevrolet silverado,good,6,gas,146000,automatic,pickup,white,,2019-02-26,140
5950,2007,honda accord,excellent,4,gas,95804,other,sedan,,,2019-02-27,4
8900,2015,ford explorer,good,6,gas,,automatic,SUV,black,1,2018-06-06,96
21900,2017,jeep wrangler unlimited,good,6,gas,37873,manual,SUV,blue,1,2018-06-07,15
4998,,toyota corolla,good,,gas,44442,automatic,sedan,grey,,2019-04-19,12
4975,2014,toyota corolla,good,4,gas,86722,manual,sedan,silver,,2019-01-29,34
3995,2011,nissan versa,good,4,gas,98783,manual,sedan,black,,2018-09-21,18
4995,2013,hyundai elantra,good,4,gas,65557,automatic,sedan,grey,,2019-03-01,8
14900,2017,nissan frontier,good,6,gas,25462,automatic,pickup,grey,1,2018-09-01,30
4750,2011,chrysler 200,good,6,gas,42446,automatic,sedan,blue,,2018-12-16,34
6995,2011,toyota sienna,good,4,gas,124200,automatic,mini-van,,,2018-06-21,12
7850,2016,dodge grand caravan,good,6,gas,56635,automatic,mini-van,grey,,2018-05-31,6
12900,2017,nissan frontier,good,6,gas,34096,automatic,pickup,black,1,2019-03-01,9
4995,2006,chrysler 300,good,6,gas,160270,automatic,sedan,,,2019-04-11,8
14995,2014,chrysler town & country,good,6,gas,67586,automatic,mini-van,,,2018-11-19,51
8950,,ford focus se,excellent,4,gas,63380,automatic,sedan,white,,2018-08-08,36
8995,2014,chevrolet equinox,excellent,6,gas,178490,automatic,SUV,silver,1,2019-01-10,6
14200,2009,jeep wrangler,good,8,gas,,automatic,SUV,,1,2018-08-07,15
5000,2008,volkswagen passat,excellent,4,gas,91600,automatic,sedan,silver,,2018-12-25,22
7995,2012,kia soul,good,4,gas,69910,automatic,sedan,white,,2018-07-29,12
47995,2018,jeep wrangler unlimited,good,6,gas,22824,manual,SUV,black,1,2018-05-07,21
14813,2016,toyota corolla,good,4,gas,65139,automatic,sedan,black,,2018-05-29,6
12599,2011,ford edge,good,6,gas,,automatic,sedan,silver,1,2019-02-20,11
19999,2012,ram 1500,excellent,8,gas,,automatic,pickup,silver,1,2019-01-25,31
16499,2014,jeep cherokee,excellent,6,gas,117357,automatic,SUV,blue,1,2019-03-23,27
1000,2008,ford f150,salvage,8,gas,285000,automatic,pickup,white,,2018-10-19,19
11500,2011,chevrolet silverado 1500,good,8,gas,,automatic,pickup,blue,,2019-01-05,23
9495,2016,kia soul,excellent,4,gas,108761,manual,sedan,grey,,2018-07-10,67
4675,2007,toyota prius,good,4,hybrid,213211,automatic,hatchback,custom,,2018-12-26,7
2025,,chevrolet tahoe,good,8,gas,151000,automatic,SUV,,1,2018-10-24,31
11000,2012,ford f-150,good,,gas,,automatic,truck,white,1,2018-09-11,21
13500,2004,gmc sierra 2500hd,excellent,8,gas,177000,automatic,truck,grey,1,2018-10-09,37
4000,1996,ram 2500,good,,gas,170000,automatic,pickup,,1,2018-11-21,24
5500,2005,ram 2500,good,8,gas,211000,automatic,pickup,white,1,2019-02-07,39
14088,2014,ford mustang,good,6,gas,52779,manual,coupe,grey,,2018-10-23,73
4995,2001,subaru forester,excellent,4,gas,109021,automatic,SUV,grey,1,2019-04-06,53
3995,2006,volkswagen jetta,excellent,4,diesel,271914,manual,sedan,grey,,2018-07-03,7
8995,2009,buick enclave,excellent,6,gas,124567,automatic,SUV,purple,1,2018-06-10,25
14788,2016,nissan sentra,good,4,gas,,automatic,sedan,silver,,2018-10-22,28
9988,2014,chevrolet cruze,good,4,gas,75716,automatic,sedan,blue,,2018-06-03,33
4250,2008,honda odyssey,good,6,gas,222235,automatic,mini-van,white,,2018-08-14,33
6000,,chevrolet corvette,good,8,gas,96500,manual,coupe,white,,2019-03-01,54
3995,2001,bmw x5,excellent,8,gas,190108,automatic,SUV,white,1,2019-02-27,60
18000,2006,ram 3500,good,6,diesel,169847,automatic,truck,silver,1,2019-04-14,69
1500,2001,ford f-150,fair,8,gas,,automatic,pickup,red,1,2018-06-30,37
4750,2010,honda civic,excellent,4,gas,149000,automatic,sedan,brown,,2018-06-02,104
8990,2016,nissan rogue,excellent,4,gas,121635,automatic,SUV,grey,,2018-12-14,1
27000,2015,ram 2500,excellent,8,gas,62500,automatic,truck,blue,1,2019-04-03,120
4290,2005,subaru outback,good,4,gas,,automatic,hatchback,silver,1,2018-12-18,81
7500,2007,chevrolet suburban,good,8,gas,251285,automatic,SUV,,1,2018-12-19,34
24200,2019,chevrolet camaro lt coupe 2d,good,6,gas,11438,other,coupe,grey,,2019-04-09,39
14900,2005,ford f-250,excellent,8,gas,79355,automatic,pickup,,1,2018-05-09,101
5000,2000,chevrolet tahoe,good,8,gas,,automatic,SUV,silver,1,2018-11-20,20
6495,2002,toyota 4runner,excellent,6,gas,250398,automatic,SUV,,1,2018-05-20,16
29667,2013,ford f-150,excellent,8,gas,41350,automatic,pickup,black,1,2019-03-04,15
3800,2002,gmc yukon,good,8,gas,202000,automatic,SUV,,1,2019-03-02,23
34000,2016,chevrolet camaro,new,8,gas,3396,automatic,coupe,red,,2018-12-17,14
21900,2013,ford f-250 sd,good,6,diesel,243000,automatic,truck,white,1,2018-06-14,5
8250,,chevrolet silverado 1500,good,8,gas,177000,automatic,pickup,white,1,2019-01-05,20
38000,2016,ford f250,excellent,,diesel,88100,automatic,truck,silver,1,2018-08-20,6
18998,2011,ram 3500,good,6,diesel,245000,automatic,pickup,red,1,2019-03-25,23
6990,2012,dodge grand caravan,excellent,6,gas,93198,automatic,mini-van,red,,2019-02-28,29
20500,2016,ram 1500,excellent,8,gas,,automatic,pickup,white,1,2018-10-06,97
13900,2009,gmc sierra 1500,good,,gas,123000,automatic,truck,silver,1,2018-10-30,9
26900,2015,toyota tacoma,excellent,6,gas,,automatic,pickup,silver,1,2018-05-08,4
9595,2008,jeep wrangler,like new,6,gas,,manual,truck,blue,,2018-05-22,66
4695,2007,honda accord,excellent,4,gas,140000,automatic,coupe,silver,,2018-10-19,17
13500,2016,hyundai sonata,good,6,gas,67000,automatic,sedan,blue,,2018-09-29,6
14500,,ford f-250 sd,good,8,gas,185843,automatic,truck,black,1,2018-05-12,33
3900,2008,toyota corolla,excellent,4,gas,,automatic,sedan,brown,,2018-07-23,58
30900,2013,gmc sierra 2500hd,good,8,diesel,105808,automatic,truck,white,1,2018-11-18,51
2900,2008,nissan sentra,good,4,gas,159000,automatic,sedan,white,,2018-07-13,26
3500,2008,ford explorer,like new,6,gas,,automatic,SUV,white,1,2018-07-15,109
11995,2009,chevrolet silverado 1500,good,8,gas,142498,automatic,pickup,grey,1,2019-01-29,28
10495,2013,toyota camry,excellent,4,gas,111337,automatic,other,grey,,2019-01-15,17
8995,2006,dodge dakota,like new,6,gas,50000,automatic,truck,black,,2018-08-29,24
21195,2014,chevrolet silverado 1500,excellent,8,other,,automatic,pickup,red,1,2018-08-08,12
8995,2008,dodge dakota,like new,6,gas,,automatic,truck,,,2018-07-09,94
6000,,toyota prius,excellent,4,hybrid,142451,automatic,hatchback,white,,2018-07-05,18
10995,2013,honda cr-v,excellent,4,gas,139857,automatic,SUV,brown,,2019-04-07,20
6995,2011,honda civic lx,excellent,4,gas,,automatic,sedan,grey,,2018-05-01,17
2500,2001,jeep grand cherokee,good,6,gas,242688,automatic,SUV,,1,2018-11-22,49
2650,2006,nissan altima,good,4,gas,104000,automatic,sedan,brown,,2018-08-30,32
2700,2007,ford focus,excellent,4,gas,140000,automatic,wagon,brown,,2019-02-16,36
4000,2008,toyota camry,good,4,gas,173000,automatic,sedan,blue,,2019-03-02,12
14900,2014,jeep grand cherokee laredo,good,6,gas,30235,automatic,SUV,brown,1,2018-07-22,49
6150,2005,ford explorer,good,8,gas,111850,automatic,SUV,,1,2018-05-08,33
6300,2003,toyota rav4,excellent,4,gas,107,automatic,SUV,red,1,2018-09-16,24
3495,2009,dodge grand caravan,good,6,gas,187000,automatic,mini-van,green,,2019-03-06,22
25000,2010,ram 3500,good,6,diesel,212762,automatic,truck,silver,1,2018-06-09,11
19999,2007,ram 3500,good,,diesel,172318,automatic,truck,white,1,2019-04-12,35
32000,2017,chevrolet silverado,like new,8,gas,29613,automatic,truck,white,1,2019-04-08,74
8500,2000,gmc sierra 1500,good,8,gas,161555,automatic,truck,,1,2018-08-08,63
4900,2007,ford f-150,good,8,gas,,automatic,pickup,grey,1,2018-11-24,32
2500,2012,nissan altima,fair,4,gas,81000,automatic,sedan,silver,,2018-12-16,18
7995,2012,nissan altima,good,4,gas,119000,automatic,sedan,black,,2018-08-12,48
3900,2008,ford escape,good,4,gas,137,automatic,SUV,,,2018-08-02,59
5995,2006,ford f250 super duty,excellent,8,gas,180000,automatic,truck,red,,2018-11-02,23
16995,2015,jeep wrangler,like new,6,gas,120000,automatic,truck,,1,2019-04-13,7
5495,2011,subaru impreza,like new,,gas,128000,manual,sedan,silver,1,2018-10-16,47
4200,2007,toyota camry,good,4,gas,,automatic,sedan,grey,,2018-07-21,18
9990,2014,ford mustang,excellent,6,gas,79435,automatic,coupe,black,,2018-08-26,28
21999,2005,ram 2500,good,6,diesel,99784,automatic,truck,black,1,2018-10-09,44
12495,2018,ford fusion,excellent,4,gas,45694,automatic,other,grey,,2018-06-26,35
2500,2003,chevrolet silverado,good,,gas,240000,automatic,pickup,,1,2018-12-01,22
5500,2012,nissan frontier,salvage,6,gas,120000,automatic,truck,white,1,2018-05-20,9
3700,2003,ford explorer,good,,gas,166479,automatic,truck,,1,2019-04-19,76
6995,2010,honda accord,good,4,gas,,automatic,sedan,black,,2019-02-10,25
6995,2013,ford focus,good,4,gas,85742,automatic,hatchback,white,,2018-12-16,24
16900,2013,ford explorer,good,6,gas,75239,automatic,SUV,,1,2019-02-11,42
4025,2008,toyota camry,good,4,gas,,automatic,sedan,custom,,2018-08-04,29
9800,2015,honda civic,excellent,4,gas,15000,automatic,sedan,black,,2018-07-06,61
3800,2010,ford fusion,excellent,4,gas,170000,automatic,sedan,silver,,2019-01-25,28
19988,2011,jeep wrangler,good,6,gas,116049,manual,SUV,white,1,2018-10-26,13
4500,,honda accord,good,6,gas,197023,automatic,sedan,white,,2018-06-05,23
11480,2013,chevrolet silverado 1500,good,8,gas,200557,automatic,truck,,1,2018-07-11,20
6200,2011,honda civic,good,4,gas,,automatic,sedan,grey,,2018-05-07,64
5400,2008,honda civic,good,4,gas,125490,automatic,sedan,silver,,2018-11-03,61
19988,2010,gmc sierra 1500,good,8,gas,183917,automatic,truck,black,1,2019-02-16,54
2800,2007,hyundai sonata,good,4,gas,,automatic,sedan,blue,,2018-10-11,42
6000,2015,nissan versa,excellent,4,gas,41223,manual,sedan,black,,2019-02-12,92
4800,2013,chevrolet cruze,good,4,gas,158074,automatic,sedan,black,,2018-09-26,23
46988,2018,ford f-250 sd,good,8,gas,18312,automatic,truck,white,1,2018-07-08,16
15995,2015,chevrolet camaro,excellent,6,gas,69683,automatic,coupe,grey,,2019-04-09,59
3499,2010,toyota camry,good,4,gas,227456,automatic,sedan,red,,2019-02-27,49
12900,2017,nissan altima,good,4,gas,45096,automatic,sedan,silver,,2018-12-20,80
5600,2011,chevrolet impala,good,6,gas,93209,automatic,sedan,,,2018-10-28,9
4500,2011,chevrolet cruze,good,4,gas,113893,manual,sedan,silver,,2019-02-24,22
13990,2006,chevrolet silverado 2500hd,excellent,8,diesel,175192,automatic,pickup,grey,1,2018-05-08,27
9700,2004,chevrolet silverado 2500hd,excellent,8,gas,147888,automatic,truck,blue,1,2018-05-20,49
19988,2012,gmc sierra 1500,good,8,gas,72314,automatic,truck,,,2018-05-01,80
35988,2016,ford f-350 sd,good,8,diesel,182079,automatic,truck,black,1,2018-12-31,34
3995,2000,ford f-150,good,6,gas,142000,manual,truck,red,,2018-09-04,35
5995,2006,ford f-150,good,6,gas,,automatic,pickup,white,,2019-02-21,49
35000,2013,chevrolet silverado,good,8,diesel,85000,automatic,truck,white,1,2018-09-14,17
7800,1997,toyota tacoma,good,6,gas,212234,automatic,truck,white,1,2018-06-28,89
20000,2008,chrysler town & country,excellent,6,gas,73561,automatic,mini-van,blue,,2018-12-17,36
17995,2017,ford focus,good,4,gas,,manual,hatchback,white,,2018-10-10,34
7995,2007,ford mustang,good,6,gas,115136,automatic,coupe,white,,2019-02-22,13
2000,2007,jeep liberty,fair,8,gas,128000,automatic,SUV,red,1,2018-10-13,11
8990,2008,chevrolet colorado,excellent,5,gas,120477,automatic,pickup,black,1,2018-08-07,78
